Xcoor,Ycoor,Zcoor,Indicator
1867.038719,5328.454968,94.999,0
1867.038719,5328.454968,93.999,0
1867.038719,5328.454968,92.999,0
1867.038719,5328.454968,91.999,0
1867.038719,5328.454968,90.999,0
1867.038719,5328.454968,89.999,0
1867.038719,5328.454968,88.999,0
1867.038719,5328.454968,87.999,0
1867.038719,5328.454968,86.999,0
1867.038719,5328.454968,85.999,0
1867.038719,5328.454968,84.999,0
1867.038719,5328.454968,83.999,0
1867.038719,5328.454968,82.999,0
1867.038719,5328.454968,81.999,0
1867.038719,5328.454968,80.999,0
1867.038719,5328.454968,79.999,0
1867.038719,5328.454968,78.999,0
1867.038719,5328.454968,77.999,0
1867.038719,5328.454968,76.999,0
1867.038719,5328.454968,75.999,0
1867.038719,5328.454968,74.999,1
1867.038719,5328.454968,73.999,0
1867.038719,5328.454968,72.999,1
1867.038719,5328.454968,71.999,1
1867.038719,5328.454968,70.999,1
1867.038719,5328.454968,69.999,0
1867.038719,5328.454968,68.999,1
1867.038719,5328.454968,67.999,1
1867.038719,5328.454968,66.999,1
1867.038719,5328.454968,65.999,0
1867.038719,5328.454968,64.999,0
1867.038719,5328.454968,63.999,1
1867.038719,5328.454968,62.999,0
1867.038719,5328.454968,61.999,0
1867.038719,5328.454968,60.999,0
1867.038719,5328.454968,59.999,0
1867.038719,5328.454968,58.999,0
1867.038719,5328.454968,57.999,1
1867.038719,5328.454968,56.999,0
1867.038719,5328.454968,55.999,1
1867.038719,5328.454968,54.999,1
1867.038719,5328.454968,53.999,1
1867.038719,5328.454968,52.999,1
1867.038719,5328.454968,51.999,1
1867.038719,5328.454968,50.999,1
1867.038719,5328.454968,49.999,1
1867.038719,5328.454968,48.999,1
1867.038719,5328.454968,47.999,1
1867.038719,5328.454968,46.999,0
1867.038719,5328.454968,45.999,1
1867.038719,5328.454968,44.999,1
1867.038719,5328.454968,43.999,1
1867.038719,5328.454968,42.999,1
1867.038719,5328.454968,41.999,1
1867.038719,5328.454968,40.999,1
1867.038719,5328.454968,39.999,0
1867.038719,5328.454968,38.999,0
1867.038719,5328.454968,37.999,0
1867.038719,5328.454968,36.999,0
1867.038719,5328.454968,35.999,0
1878.26948,5506.118772,137.998,1
1878.26948,5506.118772,136.998,0
1878.26948,5506.118772,135.998,1
1878.26948,5506.118772,134.998,1
1878.26948,5506.118772,133.998,1
1878.26948,5506.118772,132.998,1
1878.26948,5506.118772,131.998,1
1878.26948,5506.118772,130.998,1
1878.26948,5506.118772,129.998,1
1878.26948,5506.118772,128.998,1
1878.26948,5506.118772,127.998,1
1878.26948,5506.118772,126.998,1
1878.26948,5506.118772,125.998,0
1878.26948,5506.118772,124.998,1
1878.26948,5506.118772,123.998,1
1878.26948,5506.118772,122.998,1
1878.26948,5506.118772,121.998,1
1878.26948,5506.118772,120.998,0
1878.26948,5506.118772,119.998,1
1878.26948,5506.118772,118.998,1
1878.26948,5506.118772,117.998,1
1878.26948,5506.118772,116.998,1
1878.26948,5506.118772,115.998,1
1878.26948,5506.118772,114.998,1
1878.26948,5506.118772,113.998,1
1878.26948,5506.118772,112.998,1
1878.26948,5506.118772,111.998,1
1878.26948,5506.118772,110.998,1
1878.26948,5506.118772,109.998,1
1878.26948,5506.118772,108.998,1
1878.26948,5506.118772,107.998,1
1878.26948,5506.118772,106.998,1
1878.26948,5506.118772,105.998,1
1878.26948,5506.118772,104.998,1
1878.26948,5506.118772,103.998,1
1878.26948,5506.118772,102.998,0
1878.26948,5506.118772,101.998,0
1878.26948,5506.118772,100.998,0
1878.26948,5506.118772,99.998,0
1878.26948,5506.118772,98.998,0
1878.26948,5506.118772,97.998,0
1878.26948,5506.118772,96.999,0
1878.26948,5506.118772,95.999,0
1878.26948,5506.118772,94.999,0
1878.26948,5506.118772,93.999,0
1878.26948,5506.118772,92.999,0
1878.26948,5506.118772,91.999,0
1878.26948,5506.118772,90.999,0
1878.26948,5506.118772,89.999,0
1878.26948,5506.118772,88.999,0
1878.26948,5506.118772,87.999,0
1878.26948,5506.118772,86.999,0
1878.26948,5506.118772,85.999,0
1878.26948,5506.118772,84.999,0
1878.26948,5506.118772,83.999,0
1878.26948,5506.118772,82.999,0
1878.26948,5506.118772,81.999,0
1878.26948,5506.118772,80.999,0
1878.26948,5506.118772,79.999,0
1878.26948,5506.118772,78.999,0
1878.26948,5506.118772,77.999,0
1878.26948,5506.118772,76.999,0
1878.26948,5506.118772,75.999,0
1878.26948,5506.118772,74.999,0
1878.26948,5506.118772,73.999,0
1878.26948,5506.118772,72.999,0
1878.26948,5506.118772,71.999,0
1878.26948,5506.118772,70.999,0
1878.26948,5506.118772,69.999,0
1878.26948,5506.118772,68.999,1
1878.26948,5506.118772,67.999,1
1878.26948,5506.118772,66.999,1
1878.26948,5506.118772,65.999,0
1878.26948,5506.118772,64.999,1
1878.26948,5506.118772,63.999,0
1878.26948,5506.118772,62.999,1
1878.26948,5506.118772,61.999,1
1878.26948,5506.118772,60.999,1
1878.26948,5506.118772,59.999,1
1878.26948,5506.118772,58.999,1
1878.26948,5506.118772,57.999,1
1878.26948,5506.118772,56.999,1
1878.26948,5506.118772,55.999,1
1878.26948,5506.118772,54.999,1
1878.26948,5506.118772,53.999,0
1878.26948,5506.118772,52.999,1
1878.26948,5506.118772,51.999,1
1878.26948,5506.118772,50.999,1
1878.26948,5506.118772,49.999,1
1878.26948,5506.118772,48.999,1
1878.26948,5506.118772,47.999,0
1878.26948,5506.118772,46.999,1
1878.26948,5506.118772,45.999,1
1878.26948,5506.118772,44.999,1
1878.26948,5506.118772,43.999,0
1878.26948,5506.118772,42.999,1
1878.26948,5506.118772,41.999,0
1878.26948,5506.118772,40.999,0
1878.26948,5506.118772,39.999,0
1878.26948,5506.118772,38.999,0
1878.26948,5506.118772,37.999,1
1878.26948,5506.118772,36.999,0
1878.26948,5506.118772,35.999,0
2276.506319,5142.400461,137.998,1
2276.506319,5142.400461,136.998,0
2276.506319,5142.400461,135.998,1
2276.506319,5142.400461,134.998,1
2276.506319,5142.400461,133.998,1
2276.506319,5142.400461,132.998,1
2276.506319,5142.400461,131.998,1
2276.506319,5142.400461,130.998,1
2276.506319,5142.400461,129.998,1
2276.506319,5142.400461,128.998,1
2276.506319,5142.400461,127.998,0
2276.506319,5142.400461,126.998,0
2276.506319,5142.400461,125.998,0
2276.506319,5142.400461,124.998,0
2276.506319,5142.400461,123.998,1
2276.506319,5142.400461,122.998,1
2276.506319,5142.400461,121.998,1
2276.506319,5142.400461,120.998,0
2276.506319,5142.400461,119.998,0
2276.506319,5142.400461,118.998,1
2276.506319,5142.400461,117.998,1
2276.506319,5142.400461,116.998,1
2276.506319,5142.400461,115.998,1
2276.506319,5142.400461,114.998,1
2276.506319,5142.400461,113.998,1
2276.506319,5142.400461,112.998,1
2276.506319,5142.400461,111.998,1
2276.506319,5142.400461,110.998,1
2276.506319,5142.400461,109.998,1
2276.506319,5142.400461,108.998,1
2276.506319,5142.400461,107.998,1
2276.506319,5142.400461,106.998,1
2276.506319,5142.400461,105.998,1
2276.506319,5142.400461,104.998,1
2276.506319,5142.400461,103.998,1
2276.506319,5142.400461,102.998,0
2276.506319,5142.400461,101.998,0
2276.506319,5142.400461,100.998,0
2276.506319,5142.400461,99.998,0
2276.506319,5142.400461,98.998,0
2276.506319,5142.400461,97.998,0
2276.506319,5142.400461,96.999,0
2276.506319,5142.400461,95.999,1
2276.506319,5142.400461,94.999,0
2276.506319,5142.400461,93.999,1
2276.506319,5142.400461,92.999,0
2276.506319,5142.400461,91.999,0
2276.506319,5142.400461,90.999,0
2276.506319,5142.400461,89.999,0
2276.506319,5142.400461,88.999,0
2276.506319,5142.400461,87.999,0
2276.506319,5142.400461,86.999,0
2276.506319,5142.400461,85.999,0
2276.506319,5142.400461,84.999,0
2276.506319,5142.400461,83.999,0
2276.506319,5142.400461,82.999,0
2276.506319,5142.400461,81.999,0
2276.506319,5142.400461,80.999,0
2276.506319,5142.400461,79.999,0
2276.506319,5142.400461,78.999,0
2276.506319,5142.400461,77.999,0
2276.506319,5142.400461,76.999,0
2276.506319,5142.400461,75.999,0
2276.506319,5142.400461,74.999,0
2276.506319,5142.400461,73.999,0
2276.506319,5142.400461,72.999,0
2276.506319,5142.400461,71.999,0
2276.506319,5142.400461,70.999,0
2276.506319,5142.400461,69.999,1
2276.506319,5142.400461,68.999,1
2276.506319,5142.400461,67.999,0
2276.506319,5142.400461,66.999,0
2276.506319,5142.400461,65.999,0
2276.506319,5142.400461,64.999,1
2276.506319,5142.400461,63.999,1
2276.506319,5142.400461,62.999,0
2276.506319,5142.400461,61.999,1
2276.506319,5142.400461,60.999,1
2276.506319,5142.400461,59.999,1
2276.506319,5142.400461,58.999,0
2276.506319,5142.400461,57.999,1
2276.506319,5142.400461,56.999,1
2276.506319,5142.400461,55.999,1
2276.506319,5142.400461,54.999,0
2276.506319,5142.400461,53.999,1
2276.506319,5142.400461,52.999,1
2276.506319,5142.400461,51.999,1
2276.506319,5142.400461,50.999,0
2276.506319,5142.400461,49.999,1
2276.506319,5142.400461,48.999,1
2276.506319,5142.400461,47.999,1
2276.506319,5142.400461,46.999,1
2276.506319,5142.400461,45.999,1
2276.506319,5142.400461,44.999,0
2276.506319,5142.400461,43.999,1
2276.506319,5142.400461,42.999,0
2276.506319,5142.400461,41.999,1
2276.506319,5142.400461,40.999,1
2276.506319,5142.400461,39.999,0
2276.506319,5142.400461,38.999,0
2276.506319,5142.400461,37.999,0
2276.506319,5142.400461,36.999,1
2276.506319,5142.400461,35.999,0
2276.506319,5142.400461,34.999,1
2276.506319,5142.400461,33.999,0
2276.506319,5142.400461,32.999,1
2276.506319,5142.400461,31.999,0
2276.506319,5142.400461,30.999,1
2276.506319,5142.400461,29.999,0
2276.506319,5142.400461,28.999,0
2276.506319,5142.400461,27.999,0
2276.506319,5142.400461,26.999,0
2276.506319,5142.400461,25.999,0
2276.506319,5142.400461,24.999,0
2276.506319,5142.400461,23.999,1
2276.506319,5142.400461,22.999,1
2276.506319,5142.400461,21.999,0
2276.506319,5142.400461,21,0
3634.21467,4742.200876,138.998,0
3634.21467,4742.200876,137.998,0
3634.21467,4742.200876,136.998,0
3634.21467,4742.200876,135.998,1
3634.21467,4742.200876,134.998,1
3634.21467,4742.200876,133.998,1
3634.21467,4742.200876,132.998,1
3634.21467,4742.200876,131.998,1
3634.21467,4742.200876,130.998,1
3634.21467,4742.200876,129.998,1
3634.21467,4742.200876,128.998,1
3634.21467,4742.200876,127.998,1
3634.21467,4742.200876,126.998,1
3634.21467,4742.200876,125.998,1
3634.21467,4742.200876,124.998,1
3634.21467,4742.200876,123.998,1
3634.21467,4742.200876,122.998,1
3634.21467,4742.200876,121.998,0
3634.21467,4742.200876,120.998,1
3634.21467,4742.200876,119.998,1
3634.21467,4742.200876,118.998,1
3634.21467,4742.200876,117.998,1
3634.21467,4742.200876,116.998,1
3634.21467,4742.200876,115.998,0
3634.21467,4742.200876,114.998,1
3634.21467,4742.200876,113.998,1
3634.21467,4742.200876,112.998,1
3634.21467,4742.200876,111.998,1
3634.21467,4742.200876,110.998,1
3634.21467,4742.200876,109.998,1
3634.21467,4742.200876,108.998,1
3634.21467,4742.200876,107.998,0
3634.21467,4742.200876,106.998,0
3634.21467,4742.200876,105.998,0
3634.21467,4742.200876,104.998,0
3634.21467,4742.200876,103.998,0
3634.21467,4742.200876,102.998,0
3634.21467,4742.200876,101.998,0
3634.21467,4742.200876,100.998,0
3634.21467,4742.200876,99.998,0
3634.21467,4742.200876,98.998,1
3634.21467,4742.200876,97.999,1
3634.21467,4742.200876,96.999,0
3634.21467,4742.200876,95.999,0
3634.21467,4742.200876,94.999,0
3634.21467,4742.200876,93.999,0
3634.21467,4742.200876,92.999,0
3634.21467,4742.200876,91.999,1
3634.21467,4742.200876,90.999,1
3634.21467,4742.200876,89.999,0
3634.21467,4742.200876,88.999,0
3634.21467,4742.200876,87.999,0
3634.21467,4742.200876,86.999,0
3634.21467,4742.200876,85.999,0
3634.21467,4742.200876,84.999,1
3634.21467,4742.200876,83.999,1
3634.21467,4742.200876,82.999,1
3634.21467,4742.200876,81.999,1
3634.21467,4742.200876,80.999,1
3634.21467,4742.200876,79.999,1
3634.21467,4742.200876,78.999,1
3634.21467,4742.200876,77.999,0
3634.21467,4742.200876,76.999,0
3634.21467,4742.200876,75.999,0
3634.21467,4742.200876,74.999,1
3634.21467,4742.200876,73.999,1
3634.21467,4742.200876,72.999,1
3634.21467,4742.200876,71.999,1
3634.21467,4742.200876,70.999,1
3634.21467,4742.200876,69.999,1
3634.21467,4742.200876,68.999,0
3634.21467,4742.200876,67.999,0
3634.21467,4742.200876,66.999,1
3634.21467,4742.200876,65.999,1
3634.21467,4742.200876,64.999,1
3634.21467,4742.200876,63.999,1
3634.21467,4742.200876,62.999,1
3634.21467,4742.200876,61.999,1
3634.21467,4742.200876,60.999,0
3634.21467,4742.200876,59.999,0
3634.21467,4742.200876,58.999,0
3634.21467,4742.200876,57.999,1
3634.21467,4742.200876,56.999,1
3634.21467,4742.200876,55.999,1
3634.21467,4742.200876,54.999,0
3634.21467,4742.200876,53.999,0
3634.21467,4742.200876,52.999,0
3634.21467,4742.200876,51.999,1
3634.21467,4742.200876,50.999,1
3634.21467,4742.200876,49.999,0
3634.21467,4742.200876,48.999,1
3634.21467,4742.200876,47.999,0
3634.21467,4742.200876,46.999,0
3634.21467,4742.200876,45.999,0
3634.21467,4742.200876,44.999,0
3634.21467,4742.200876,43.999,0
3634.21467,4742.200876,42.999,0
3634.21467,4742.200876,41.999,0
3634.21467,4742.200876,40.999,0
3634.21467,4742.200876,39.999,0
3634.21467,4742.200876,38.999,1
3634.21467,4742.200876,37.999,1
3634.21467,4742.200876,36.999,0
3634.21467,4742.200876,35.999,0
3634.21467,4742.200876,34.999,0
3634.21467,4742.200876,33.999,0
3634.21467,4742.200876,32.999,0
3634.21467,4742.200876,31.999,0
3634.21467,4742.200876,30.999,0
3634.21467,4742.200876,29.999,0
3634.21467,4742.200876,28.999,0
3634.21467,4742.200876,27.999,0
3634.21467,4742.200876,26.999,0
3634.21467,4742.200876,25.999,0
3634.21467,4742.200876,24.999,0
3634.21467,4742.200876,23.999,0
3634.21467,4742.200876,22.999,0
3634.21467,4742.200876,22,0
3634.21467,4742.200876,21,0
3634.21467,4742.200876,20,0
3634.21467,4742.200876,19,0
3634.21467,4742.200876,18,0
3634.21467,4742.200876,17,0
3634.21467,4742.200876,16,0
3634.21467,4742.200876,15,0
3634.21467,4742.200876,14,1
3634.21467,4742.200876,13,0
3634.21467,4742.200876,12,0
3634.21467,4742.200876,11,0
3634.21467,4742.200876,10,1
3634.21467,4742.200876,9,0
3841.832056,4550.674196,138.998,1
3841.832056,4550.674196,137.998,1
3841.832056,4550.674196,136.998,1
3841.832056,4550.674196,135.998,1
3841.832056,4550.674196,134.998,1
3841.832056,4550.674196,133.998,1
3841.832056,4550.674196,132.998,1
3841.832056,4550.674196,131.998,1
3841.832056,4550.674196,130.998,1
3841.832056,4550.674196,129.998,1
3841.832056,4550.674196,128.998,1
3841.832056,4550.674196,127.998,1
