Xcoor,Ycoor,Zcoor,Hydrolabel
-117.871327,33.711578,-41.499,0
-117.871327,33.711578,-42.499,0
-117.871327,33.711578,-43.499,0
-117.871327,33.711578,-44.499,0
-117.871327,33.711578,-45.499,0
-117.871327,33.711578,-46.499,0
-117.871327,33.711578,-47.499,0
-117.871327,33.711578,-48.499,0
-117.871327,33.711578,-49.499,0
-117.871327,33.711578,-50.499,0
-117.871327,33.711578,-51.499,0
-117.871327,33.711578,-52.499,0
-117.871327,33.711578,-53.499,1
-117.871327,33.711578,-54.499,0
-117.871327,33.711578,-55.499,0
-117.871327,33.711578,-56.499,0
-117.871327,33.711578,-57.499,0
-117.871327,33.711578,-58.499,0
-117.871327,33.711578,-59.499,0
-117.871327,33.711578,-60.499,0
-117.871327,33.711578,-61.499,0
-117.871327,33.711578,-62.499,0
-117.871327,33.711578,-63.499,0
-117.871327,33.711578,-64.499,0
-117.871327,33.711578,-65.499,0
-117.871327,33.711578,-66.499,0
-117.871327,33.711578,-67.499,1
-117.871327,33.711578,-68.499,0
-117.871327,33.711578,-69.499,1
-117.871327,33.711578,-70.499,1
-117.871327,33.711578,-71.499,0
-117.871327,33.711578,-72.498,0
-117.871327,33.711578,-73.498,0
-117.871328,33.712265,45.5,1
-117.871328,33.712265,44.5,1
-117.871328,33.712265,43.5,1
-117.871328,33.712265,42.5,1
-117.871328,33.712265,41.5,1
-117.871328,33.712265,40.5,1
-117.871328,33.712265,39.5,1
-117.871328,33.712265,38.5,1
-117.871328,33.712265,37.5,1
-117.871328,33.712265,36.5,1
-117.871328,33.712265,35.5,1
-117.871328,33.712265,34.5,0
-117.871328,33.712265,33.5,0
-117.871328,33.712265,32.5,1
-117.871328,33.712265,31.5,1
-117.871328,33.712265,30.5,1
-117.871328,33.712265,29.5,1
-117.871328,33.712265,28.5,1
-117.871328,33.712265,27.5,0
-117.871328,33.712265,26.5,0
-117.871328,33.712265,25.5,1
-117.871328,33.712265,24.5,1
-117.871328,33.712265,23.5,1
-117.871328,33.712265,22.5,1
-117.871328,33.712265,21.5,1
-117.871328,33.712265,20.5,1
-117.871328,33.712265,19.5,1
-117.871328,33.712265,18.5,1
-117.871328,33.712265,17.5,1
-117.871328,33.712265,16.5,1
-117.871328,33.712265,15.5,1
-117.871328,33.712265,14.5,0
-117.871328,33.712265,13.5,0
-117.871328,33.712265,12.5,0
-117.871328,33.712265,11.5,0
-117.871328,33.712265,10.5,1
-117.871328,33.712265,9.5,0
-117.871328,33.712265,8.5,0
-117.871328,33.712265,7.5,0
-117.871328,33.712265,6.5,0
-117.871328,33.712265,5.5,0
-117.871328,33.712265,4.501,0
-117.871328,33.712265,3.501,0
-117.871328,33.712265,2.501,0
-117.871328,33.712265,1.501,0
-117.871328,33.712265,0.501,0
-117.871328,33.712265,-0.499,0
-117.871328,33.712265,-1.499,0
-117.871328,33.712265,-2.499,0
-117.871328,33.712265,-3.499,0
-117.871328,33.712265,-4.499,0
-117.871328,33.712265,-5.499,0
-117.871328,33.712265,-6.499,0
-117.871328,33.712265,-7.499,0
-117.871328,33.712265,-8.499,0
-117.871328,33.712265,-9.499,0
-117.871328,33.712265,-10.499,0
-117.871328,33.712265,-11.499,0
-117.871328,33.712265,-12.499,0
-117.871328,33.712265,-13.499,0
-117.871328,33.712265,-14.499,0
-117.871328,33.712265,-15.499,0
-117.871328,33.712265,-16.499,0
-117.871328,33.712265,-17.499,1
-117.871328,33.712265,-18.499,0
-117.871328,33.712265,-19.499,0
-117.871328,33.712265,-20.499,0
-117.871328,33.712265,-21.499,0
-117.871328,33.712265,-22.499,0
-117.871328,33.712265,-23.499,0
-117.871328,33.712265,-24.499,0
-117.871328,33.712265,-25.499,0
-117.871328,33.712265,-26.499,0
-117.871328,33.712265,-27.499,0
-117.871328,33.712265,-28.499,0
-117.871328,33.712265,-29.499,0
-117.871328,33.712265,-30.499,0
-117.871328,33.712265,-31.499,0
-117.871328,33.712265,-32.499,0
-117.871328,33.712265,-33.499,1
-117.871328,33.712265,-34.499,1
-117.871328,33.712265,-35.499,1
-117.871328,33.712265,-36.499,1
-117.871328,33.712265,-37.499,1
-117.871328,33.712265,-38.499,1
-117.871328,33.712265,-39.499,1
-117.871328,33.712265,-40.499,0
-117.871328,33.712265,-41.499,1
-117.871328,33.712265,-42.499,1
-117.871328,33.712265,-43.499,1
-117.871328,33.712265,-44.499,1
-117.871328,33.712265,-45.499,1
-117.871328,33.712265,-46.499,1
-117.871328,33.712265,-47.499,0
-117.871328,33.712265,-48.499,0
-117.871328,33.712265,-49.499,0
-117.871328,33.712265,-50.499,0
-117.871328,33.712265,-51.499,0
-117.871328,33.712265,-52.499,0
-117.871328,33.712265,-53.499,0
-117.871328,33.712265,-54.499,1
-117.871328,33.712265,-55.499,1
-117.871328,33.712265,-56.499,0
-117.871328,33.712265,-57.499,0
-117.871328,33.712265,-58.499,0
-117.871328,33.712265,-59.499,0
-117.871328,33.712265,-60.499,0
-117.871328,33.712265,-61.499,0
-117.871328,33.712265,-62.499,0
-117.871328,33.712265,-63.499,0
-117.871328,33.712265,-64.499,0
-117.871328,33.712265,-65.499,0
-117.871328,33.712265,-66.499,1
-117.871328,33.712265,-67.499,0
-117.871328,33.712265,-68.499,1
-117.871328,33.712265,-69.499,0
-117.871328,33.712265,-70.499,0
-117.871328,33.712265,-71.498,1
-117.871328,33.712265,-72.498,0
-117.871328,33.712265,-73.498,0
-117.871328,33.712265,-74.498,0
-117.871328,33.712265,-75.498,0
-117.871328,33.712265,-76.498,0
-117.871328,33.712265,-77.498,0
-117.871328,33.712265,-78.498,0
-117.871328,33.712265,-79.498,0
-117.867957,33.707022,42.5,1
-117.867957,33.707022,41.5,1
-117.867957,33.707022,40.5,1
-117.867957,33.707022,39.5,1
-117.867957,33.707022,38.5,1
-117.867957,33.707022,37.5,1
-117.867957,33.707022,36.5,1
-117.867957,33.707022,35.5,1
-117.867957,33.707022,34.5,1
-117.867957,33.707022,33.5,1
-117.867957,33.707022,32.5,1
-117.867957,33.707022,31.5,1
-117.867957,33.707022,30.5,1
-117.867957,33.707022,29.5,1
-117.867957,33.707022,28.5,1
-117.867957,33.707022,27.5,1
-117.867957,33.707022,26.5,1
-117.867957,33.707022,25.5,0
-117.867957,33.707022,24.5,1
-117.867957,33.707022,23.5,1
-117.867957,33.707022,22.5,1
-117.867957,33.707022,21.5,1
-117.867957,33.707022,20.5,1
-117.867957,33.707022,19.5,1
-117.867957,33.707022,18.5,1
-117.867957,33.707022,17.5,1
-117.867957,33.707022,16.5,1
-117.867957,33.707022,15.5,1
-117.867957,33.707022,14.5,1
-117.867957,33.707022,13.5,0
-117.867957,33.707022,12.5,1
-117.867957,33.707022,11.5,1
-117.867957,33.707022,10.5,1
-117.867957,33.707022,9.5,0
-117.867957,33.707022,8.5,0
-117.867957,33.707022,7.5,0
-117.867957,33.707022,6.5,0
-117.867957,33.707022,5.5,0
-117.867957,33.707022,4.5,0
-117.867957,33.707022,3.5,0
-117.867957,33.707022,2.5,0
-117.867957,33.707022,1.501,0
-117.867957,33.707022,0.501,0
-117.867957,33.707022,-0.499,0
-117.867957,33.707022,-1.499,0
-117.867957,33.707022,-2.499,0
-117.867957,33.707022,-3.499,0
-117.867957,33.707022,-4.499,0
-117.867957,33.707022,-5.499,0
-117.867957,33.707022,-6.499,0
-117.867957,33.707022,-7.499,0
-117.867957,33.707022,-8.499,0
-117.867957,33.707022,-9.499,0
-117.867957,33.707022,-10.499,0
-117.867957,33.707022,-11.499,0
-117.867957,33.707022,-12.499,0
-117.867957,33.707022,-13.499,0
-117.867957,33.707022,-14.499,0
-117.867957,33.707022,-15.499,0
-117.867957,33.707022,-16.499,0
-117.867957,33.707022,-17.499,0
-117.867957,33.707022,-18.499,0
-117.867957,33.707022,-19.499,1
-117.867957,33.707022,-20.499,0
-117.867957,33.707022,-21.499,1
-117.867957,33.707022,-22.499,1
-117.867957,33.707022,-23.499,1
-117.867957,33.707022,-24.499,0
-117.867957,33.707022,-25.499,1
-117.867957,33.707022,-26.499,1
-117.867957,33.707022,-27.499,1
-117.867957,33.707022,-28.499,0
-117.867957,33.707022,-29.499,0
-117.867957,33.707022,-30.499,1
-117.867957,33.707022,-31.499,0
-117.867957,33.707022,-32.499,0
-117.867957,33.707022,-33.499,0
-117.867957,33.707022,-34.499,0
-117.867957,33.707022,-35.499,0
-117.867957,33.707022,-36.499,1
-117.867957,33.707022,-37.499,0
-117.867957,33.707022,-38.499,1
-117.867957,33.707022,-39.499,1
-117.867957,33.707022,-40.499,1
-117.867957,33.707022,-41.499,1
-117.867957,33.707022,-42.499,1
-117.867957,33.707022,-43.499,1
-117.867957,33.707022,-44.499,1
-117.867957,33.707022,-45.499,1
-117.867957,33.707022,-46.499,1
-117.867957,33.707022,-47.499,0
-117.867957,33.707022,-48.499,1
-117.867957,33.707022,-49.499,1
-117.867957,33.707022,-50.499,1
-117.867957,33.707022,-51.499,1
-117.867957,33.707022,-52.499,1
-117.867957,33.707022,-53.499,1
-117.867957,33.707022,-54.499,0
-117.867957,33.707022,-55.499,0
-117.867957,33.707022,-56.499,0
-117.867957,33.707022,-57.499,0
-117.867957,33.707022,-58.499,0
-117.86792,33.707509,43.5,1
-117.86792,33.707509,42.5,0
-117.86792,33.707509,41.5,1
-117.86792,33.707509,40.5,1
-117.86792,33.707509,39.5,1
-117.86792,33.707509,38.5,1
-117.86792,33.707509,37.5,1
-117.86792,33.707509,36.5,1
-117.86792,33.707509,35.5,1
-117.86792,33.707509,34.5,1
-117.86792,33.707509,33.5,1
-117.86792,33.707509,32.5,1
-117.86792,33.707509,31.5,0
-117.86792,33.707509,30.5,1
-117.86792,33.707509,29.5,1
-117.86792,33.707509,28.5,1
-117.86792,33.707509,27.5,1
-117.86792,33.707509,26.5,0
-117.86792,33.707509,25.5,1
-117.86792,33.707509,24.5,1
-117.86792,33.707509,23.5,1
-117.86792,33.707509,22.5,1
-117.86792,33.707509,21.5,1
-117.86792,33.707509,20.5,1
-117.86792,33.707509,19.5,1
-117.86792,33.707509,18.5,1
-117.86792,33.707509,17.5,1
-117.86792,33.707509,16.5,1
-117.86792,33.707509,15.5,1
-117.86792,33.707509,14.5,1
-117.86792,33.707509,13.5,1
-117.86792,33.707509,12.5,1
-117.86792,33.707509,11.5,1
-117.86792,33.707509,10.5,1
-117.86792,33.707509,9.5,1
-117.86792,33.707509,8.5,0
-117.86792,33.707509,7.5,0
-117.86792,33.707509,6.5,0
-117.86792,33.707509,5.5,0
-117.86792,33.707509,4.5,0
-117.86792,33.707509,3.5,0
-117.86792,33.707509,2.501,0
-117.86792,33.707509,1.501,0
-117.86792,33.707509,0.501,0
-117.86792,33.707509,-0.499,0
-117.86792,33.707509,-1.499,0
-117.86792,33.707509,-2.499,0
-117.86792,33.707509,-3.499,0
-117.86792,33.707509,-4.499,0
-117.86792,33.707509,-5.499,0
-117.86792,33.707509,-6.499,0
-117.86792,33.707509,-7.499,0
-117.86792,33.707509,-8.499,0
-117.86792,33.707509,-9.499,0
-117.86792,33.707509,-10.499,0
-117.86792,33.707509,-11.499,0
-117.86792,33.707509,-12.499,0
-117.86792,33.707509,-13.499,0
-117.86792,33.707509,-14.499,0
-117.86792,33.707509,-15.499,0
-117.86792,33.707509,-16.499,0
-117.86792,33.707509,-17.499,0
-117.86792,33.707509,-18.499,0
-117.86792,33.707509,-19.499,0
-117.86792,33.707509,-20.499,0
-117.86792,33.707509,-21.499,0
-117.86792,33.707509,-22.499,0
-117.86792,33.707509,-23.499,0
-117.86792,33.707509,-24.499,0
-117.86792,33.707509,-25.499,1
-117.86792,33.707509,-26.499,1
-117.86792,33.707509,-27.499,1
-117.86792,33.707509,-28.499,0
-117.86792,33.707509,-29.499,1
-117.86792,33.707509,-30.499,0
-117.86792,33.707509,-31.499,1
-117.86792,33.707509,-32.499,1
-117.86792,33.707509,-33.499,1
-117.86792,33.707509,-34.499,1
-117.86792,33.707509,-35.499,1
-117.86792,33.707509,-36.499,1
-117.86792,33.707509,-37.499,1
-117.86792,33.707509,-38.499,1
-117.86792,33.707509,-39.499,1
-117.86792,33.707509,-40.499,0
-117.86792,33.707509,-41.499,1
-117.86792,33.707509,-42.499,1
-117.86792,33.707509,-43.499,1
-117.86792,33.707509,-44.499,1
-117.86792,33.707509,-45.499,1
-117.86792,33.707509,-46.499,0
-117.86792,33.707509,-47.499,1
-117.86792,33.707509,-48.499,1
-117.86792,33.707509,-49.499,1
-117.86792,33.707509,-50.499,0
-117.86792,33.707509,-51.499,1
-117.86792,33.707509,-52.499,0
-117.86792,33.707509,-53.499,0
-117.86792,33.707509,-54.499,0
-117.86792,33.707509,-55.499,0
-117.86792,33.707509,-56.499,1
-117.86792,33.707509,-57.499,0
-117.86792,33.707509,-58.499,0
-117.866608,33.706512,43.5,1
-117.866608,33.706512,42.5,0
-117.866608,33.706512,41.5,1
-117.866608,33.706512,40.5,1
-117.866608,33.706512,39.5,1
-117.866608,33.706512,38.5,1
-117.866608,33.706512,37.5,1
-117.866608,33.706512,36.5,1
-117.866608,33.706512,35.5,1
-117.866608,33.706512,34.5,1
-117.866608,33.706512,33.5,0
-117.866608,33.706512,32.5,0
-117.866608,33.706512,31.5,0
-117.866608,33.706512,30.5,0
-117.866608,33.706512,29.5,1
-117.866608,33.706512,28.5,1
-117.866608,33.706512,27.5,1
-117.866608,33.706512,26.5,0
-117.866608,33.706512,25.5,0
-117.866608,33.706512,24.5,1
-117.866608,33.706512,23.5,1
-117.866608,33.706512,22.5,1
-117.866608,33.706512,21.5,1
-117.866608,33.706512,20.5,1
-117.866608,33.706512,19.5,1
-117.866608,33.706512,18.5,1
-117.866608,33.706512,17.5,1
-117.866608,33.706512,16.5,1
-117.866608,33.706512,15.5,1
-117.866608,33.706512,14.5,1
-117.866608,33.706512,13.5,1
-117.866608,33.706512,12.5,1
-117.866608,33.706512,11.5,1
-117.866608,33.706512,10.5,1
-117.866608,33.706512,9.5,1
-117.866608,33.706512,8.5,0
-117.866608,33.706512,7.5,0
-117.866608,33.706512,6.5,0
-117.866608,33.706512,5.5,0
-117.866608,33.706512,4.5,0
-117.866608,33.706512,3.5,0
-117.866608,33.706512,2.501,0
-117.866608,33.706512,1.501,1
-117.866608,33.706512,0.501,0
-117.866608,33.706512,-0.499,1
-117.866608,33.706512,-1.499,0
-117.866608,33.706512,-2.499,0
-117.866608,33.706512,-3.499,0
-117.866608,33.706512,-4.499,0
-117.866608,33.706512,-5.499,0
-117.866608,33.706512,-6.499,0
-117.866608,33.706512,-7.499,0
-117.866608,33.706512,-8.499,0
-117.866608,33.706512,-9.499,0
-117.866608,33.706512,-10.499,0
-117.866608,33.706512,-11.499,0
-117.866608,33.706512,-12.499,0
-117.866608,33.706512,-13.499,0
-117.866608,33.706512,-14.499,0
-117.866608,33.706512,-15.499,0
-117.866608,33.706512,-16.499,0
-117.866608,33.706512,-17.499,0
-117.866608,33.706512,-18.499,0
-117.866608,33.706512,-19.499,0
-117.866608,33.706512,-20.499,0
-117.866608,33.706512,-21.499,0
-117.866608,33.706512,-22.499,0
-117.866608,33.706512,-23.499,0
-117.866608,33.706512,-24.499,1
-117.866608,33.706512,-25.499,1
-117.866608,33.706512,-26.499,0
-117.866608,33.706512,-27.499,0
-117.866608,33.706512,-28.499,0
-117.866608,33.706512,-29.499,1
-117.866608,33.706512,-30.499,1
-117.866608,33.706512,-31.499,0
-117.866608,33.706512,-32.499,1
-117.866608,33.706512,-33.499,1
-117.866608,33.706512,-34.499,1
-117.866608,33.706512,-35.499,0
-117.866608,33.706512,-36.499,1
-117.866608,33.706512,-37.499,1
-117.866608,33.706512,-38.499,1
-117.866608,33.706512,-39.499,0
-117.866608,33.706512,-40.499,1
-117.866608,33.706512,-41.499,1
-117.866608,33.706512,-42.499,1
-117.866608,33.706512,-43.499,0
-117.866608,33.706512,-44.499,1
-117.866608,33.706512,-45.499,1
-117.866608,33.706512,-46.499,1
-117.866608,33.706512,-47.499,1
-117.866608,33.706512,-48.499,1
-117.866608,33.706512,-49.499,0
-117.866608,33.706512,-50.499,1
-117.866608,33.706512,-51.499,0
-117.866608,33.706512,-52.499,1
-117.866608,33.706512,-53.499,1
-117.866608,33.706512,-54.499,0
-117.866608,33.706512,-55.499,0
-117.866608,33.706512,-56.499,0
-117.866608,33.706512,-57.499,1
-117.866608,33.706512,-58.499,0
-117.866608,33.706512,-59.499,1
-117.866608,33.706512,-60.499,0
-117.866608,33.706512,-61.499,1
-117.866608,33.706512,-62.499,0
-117.866608,33.706512,-63.499,1
-117.866608,33.706512,-64.499,0
-117.866608,33.706512,-65.499,0
-117.866608,33.706512,-66.499,0
-117.866608,33.706512,-67.499,0
-117.866608,33.706512,-68.499,0
-117.866608,33.706512,-69.499,0
-117.866608,33.706512,-70.499,1
-117.866608,33.706512,-71.499,1
-117.866608,33.706512,-72.499,0
-117.866608,33.706512,-73.498,0
-117.862135,33.705415,44.5,0
-117.862135,33.705415,43.5,0
-117.862135,33.705415,42.5,0
-117.862135,33.705415,41.5,1
-117.862135,33.705415,40.5,1
-117.862135,33.705415,39.5,1
-117.862135,33.705415,38.5,1
-117.862135,33.705415,37.5,1
-117.862135,33.705415,36.5,1
-117.862135,33.705415,35.5,1
-117.862135,33.705415,34.5,1
-117.862135,33.705415,33.5,1
-117.862135,33.705415,32.5,1
-117.862135,33.705415,31.5,1
-117.862135,33.705415,30.5,1
-117.862135,33.705415,29.5,1
-117.862135,33.705415,28.5,1
-117.862135,33.705415,27.5,0
-117.862135,33.705415,26.5,1
-117.862135,33.705415,25.5,1
-117.862135,33.705415,24.5,1
-117.862135,33.705415,23.5,1
-117.862135,33.705415,22.5,1
-117.862135,33.705415,21.5,0
-117.862135,33.705415,20.5,1
-117.862135,33.705415,19.5,1
-117.862135,33.705415,18.5,1
-117.862135,33.705415,17.5,1
-117.862135,33.705415,16.5,1
-117.862135,33.705415,15.5,1
-117.862135,33.705415,14.5,1
-117.862135,33.705415,13.5,0
-117.862135,33.705415,12.5,0
-117.862135,33.705415,11.5,0
-117.862135,33.705415,10.5,0
-117.862135,33.705415,9.5,0
-117.862135,33.705415,8.5,0
-117.862135,33.705415,7.5,0
-117.862135,33.705415,6.5,0
-117.862135,33.705415,5.5,0
-117.862135,33.705415,4.5,1
-117.862135,33.705415,3.501,1
-117.862135,33.705415,2.501,0
-117.862135,33.705415,1.501,0
-117.862135,33.705415,0.501,0
-117.862135,33.705415,-0.499,0
-117.862135,33.705415,-1.499,0
-117.862135,33.705415,-2.499,1
-117.862135,33.705415,-3.499,1
-117.862135,33.705415,-4.499,0
-117.862135,33.705415,-5.499,0
-117.862135,33.705415,-6.499,0
-117.862135,33.705415,-7.499,0
-117.862135,33.705415,-8.499,0
-117.862135,33.705415,-9.499,1
-117.862135,33.705415,-10.499,1
-117.862135,33.705415,-11.499,1
-117.862135,33.705415,-12.499,1
-117.862135,33.705415,-13.499,1
-117.862135,33.705415,-14.499,1
-117.862135,33.705415,-15.499,1
-117.862135,33.705415,-16.499,0
-117.862135,33.705415,-17.499,0
-117.862135,33.705415,-18.499,0
-117.862135,33.705415,-19.499,1
-117.862135,33.705415,-20.499,1
-117.862135,33.705415,-21.499,1
-117.862135,33.705415,-22.499,1
-117.862135,33.705415,-23.499,1
-117.862135,33.705415,-24.499,1
-117.862135,33.705415,-25.499,0
-117.862135,33.705415,-26.499,0
-117.862135,33.705415,-27.499,1
-117.862135,33.705415,-28.499,1
-117.862135,33.705415,-29.499,1
-117.862135,33.705415,-30.499,1
-117.862135,33.705415,-31.499,1
-117.862135,33.705415,-32.499,1
-117.862135,33.705415,-33.499,0
-117.862135,33.705415,-34.499,0
-117.862135,33.705415,-35.499,0
-117.862135,33.705415,-36.499,1
-117.862135,33.705415,-37.499,1
-117.862135,33.705415,-38.499,1
-117.862135,33.705415,-39.499,0
-117.862135,33.705415,-40.499,0
-117.862135,33.705415,-41.499,0
-117.862135,33.705415,-42.499,1
-117.862135,33.705415,-43.499,1
-117.862135,33.705415,-44.499,0
-117.862135,33.705415,-45.499,1
-117.862135,33.705415,-46.499,0
-117.862135,33.705415,-47.499,0
-117.862135,33.705415,-48.499,0
-117.862135,33.705415,-49.499,0
-117.862135,33.705415,-50.499,0
-117.862135,33.705415,-51.499,0
-117.862135,33.705415,-52.499,0
-117.862135,33.705415,-53.499,0
-117.862135,33.705415,-54.499,0
-117.862135,33.705415,-55.499,1
-117.862135,33.705415,-56.499,1
-117.862135,33.705415,-57.499,0
-117.862135,33.705415,-58.499,0
-117.862135,33.705415,-59.499,0
-117.862135,33.705415,-60.499,0
-117.862135,33.705415,-61.499,0
-117.862135,33.705415,-62.499,0
-117.862135,33.705415,-63.499,0
-117.862135,33.705415,-64.499,0
-117.862135,33.705415,-65.499,0
-117.862135,33.705415,-66.499,0
-117.862135,33.705415,-67.499,0
-117.862135,33.705415,-68.499,0
-117.862135,33.705415,-69.499,0
-117.862135,33.705415,-70.499,0
-117.862135,33.705415,-71.499,0
-117.862135,33.705415,-72.498,0
-117.862135,33.705415,-73.498,0
-117.862135,33.705415,-74.498,0
-117.862135,33.705415,-75.498,0
-117.862135,33.705415,-76.498,0
-117.862135,33.705415,-77.498,0
-117.862135,33.705415,-78.498,0
-117.862135,33.705415,-79.498,0
-117.862135,33.705415,-80.498,1
-117.862135,33.705415,-81.498,0
-117.862135,33.705415,-82.498,0
-117.862135,33.705415,-83.498,0
-117.862135,33.705415,-84.498,1
