Xcoor,Ycoor,Zcoor,Hydrolabel
-117.84703,33.718168,-0.499,1
-117.84703,33.718168,-1.499,1
-117.84703,33.718168,-2.499,0
-117.84703,33.718168,-3.499,1
-117.84703,33.718168,-4.499,1
-117.84703,33.718168,-5.499,1
-117.84703,33.718168,-6.499,1
-117.84703,33.718168,-7.499,0
-117.84703,33.718168,-8.499,0
-117.84703,33.718168,-9.499,0
-117.84703,33.718168,-10.499,0
-117.84703,33.718168,-11.499,0
-117.84703,33.718168,-12.499,0
-117.84703,33.718168,-13.499,1
-117.84703,33.718168,-14.499,1
-117.84703,33.718168,-15.499,1
-117.84703,33.718168,-16.499,0
-117.84703,33.718168,-17.499,1
-117.84703,33.718168,-18.499,1
-117.84703,33.718168,-19.499,1
-117.84703,33.718168,-20.499,0
-117.84703,33.718168,-21.499,1
-117.84703,33.718168,-22.499,1
-117.84703,33.718168,-23.499,1
-117.84703,33.718168,-24.499,1
-117.84703,33.718168,-25.499,1
-117.84703,33.718168,-26.499,1
-117.84703,33.718168,-27.499,1
-117.84703,33.718168,-28.499,1
-117.84703,33.718168,-29.499,1
-117.84703,33.718168,-30.499,1
-117.84703,33.718168,-31.499,1
-117.84703,33.718168,-32.499,1
-117.84703,33.718168,-33.499,1
-117.84703,33.718168,-34.499,1
-117.84703,33.718168,-35.499,1
-117.84703,33.718168,-36.499,1
-117.84703,33.718168,-37.499,1
-117.84703,33.718168,-38.499,1
-117.84703,33.718168,-39.499,1
-117.84703,33.718168,-40.499,1
-117.84703,33.718168,-41.499,1
-117.84703,33.718168,-42.499,1
-117.84703,33.718168,-43.499,1
-117.84703,33.718168,-44.499,0
-117.84703,33.718168,-45.499,0
-117.84703,33.718168,-46.498,0
-117.84705,33.716336,69.5,0
-117.84705,33.716336,68.5,0
-117.84705,33.716336,67.5,1
-117.84705,33.716336,66.5,1
-117.84705,33.716336,65.5,1
-117.84705,33.716336,64.5,1
-117.84705,33.716336,63.5,1
-117.84705,33.716336,62.5,0
-117.84705,33.716336,61.5,0
-117.84705,33.716336,60.5,1
-117.84705,33.716336,59.5,1
-117.84705,33.716336,58.5,1
-117.84705,33.716336,57.5,1
-117.84705,33.716336,56.5,1
-117.84705,33.716336,55.5,0
-117.84705,33.716336,54.5,0
-117.84705,33.716336,53.5,0
-117.84705,33.716336,52.5,0
-117.84705,33.716336,51.5,0
-117.84705,33.716336,50.5,0
-117.84705,33.716336,49.5,0
-117.84705,33.716336,48.5,0
-117.84705,33.716336,47.5,0
-117.847031,33.717367,69.5,1
-117.847031,33.717367,68.5,1
-117.847031,33.717367,67.5,1
-117.847031,33.717367,66.5,1
-117.847031,33.717367,65.5,1
-117.847031,33.717367,64.5,1
-117.847031,33.717367,63.5,1
-117.847031,33.717367,62.5,1
-117.847031,33.717367,61.5,1
-117.847031,33.717367,60.5,1
-117.847031,33.717367,59.5,1
-117.847031,33.717367,58.5,1
-117.847031,33.717367,57.5,1
-117.847031,33.717367,56.5,1
-117.847031,33.717367,55.5,1
-117.847031,33.717367,54.5,0
-117.847031,33.717367,53.5,0
-117.847031,33.717367,52.5,0
-117.847031,33.717367,51.5,0
-117.847031,33.717367,50.5,0
-117.847031,33.717367,49.5,0
-117.847031,33.717367,48.5,0
-117.847031,33.717367,47.5,0
-117.847031,33.717367,46.5,0
-117.847031,33.717367,45.5,1
-117.847031,33.717367,44.5,1
-117.847031,33.717367,43.5,1
-117.847031,33.717367,42.5,1
-117.847031,33.717367,41.5,1
-117.847031,33.717367,40.5,1
-117.847031,33.717367,39.5,1
-117.847031,33.717367,38.5,1
-117.847031,33.717367,37.5,1
-117.847031,33.717367,36.5,1
-117.847031,33.717367,35.5,1
-117.847031,33.717367,34.5,1
-117.847031,33.717367,33.5,1
-117.847031,33.717367,32.5,1
-117.847031,33.717367,31.5,1
-117.847031,33.717367,30.5,1
-117.847031,33.717367,29.5,1
-117.847031,33.717367,28.501,1
-117.847031,33.717367,27.501,1
-117.847031,33.717367,26.501,1
-117.847031,33.717367,25.501,1
-117.847031,33.717367,24.501,1
-117.847031,33.717367,23.501,0
-117.847031,33.717367,22.501,1
-117.847031,33.717367,21.501,1
-117.847031,33.717367,20.501,1
-117.847031,33.717367,19.501,1
-117.847031,33.717367,18.501,1
-117.847031,33.717367,17.501,0
-117.847031,33.717367,16.501,0
-117.847031,33.717367,15.501,0
-117.847031,33.717367,14.501,0
-117.847031,33.717367,13.501,0
-117.847031,33.717367,12.501,0
-117.847031,33.717367,11.501,0
-117.847031,33.717367,10.501,0
-117.847031,33.717367,9.501,0
-117.847031,33.717367,8.501,0
-117.847031,33.717367,7.501,0
-117.847031,33.717367,6.501,0
-117.847031,33.717367,5.501,0
-117.847031,33.717367,4.501,0
-117.847031,33.717367,3.501,0
-117.847031,33.717367,2.501,0
-117.847031,33.717367,1.501,0
-117.847031,33.717367,0.501,0
-117.847031,33.717367,-0.499,0
-117.847031,33.717367,-1.499,0
-117.847031,33.717367,-2.499,1
-117.847031,33.717367,-3.499,0
-117.847031,33.717367,-4.499,1
-117.847031,33.717367,-5.499,0
-117.847031,33.717367,-6.499,0
-117.847031,33.717367,-7.499,0
-117.847031,33.717367,-8.499,0
-117.847031,33.717367,-9.499,0
-117.847031,33.717367,-10.499,0
-117.847031,33.717367,-11.499,0
-117.847031,33.717367,-12.499,0
-117.847031,33.717367,-13.499,0
-117.847031,33.717367,-14.499,0
-117.847031,33.717367,-15.499,0
-117.847031,33.717367,-16.499,0
-117.847031,33.717367,-17.499,0
-117.847031,33.717367,-18.499,0
-117.847031,33.717367,-19.499,0
-117.847031,33.717367,-20.499,1
-117.847031,33.717367,-21.499,0
-117.847031,33.717367,-22.499,0
-117.847031,33.717367,-23.499,0
-117.847031,33.717367,-24.499,1
-117.847031,33.717367,-25.499,1
-117.847031,33.717367,-26.499,0
-117.847031,33.717367,-27.499,0
-117.847031,33.717367,-28.499,0
-117.847031,33.717367,-29.499,0
-117.847031,33.717367,-30.499,0
-117.847031,33.717367,-31.499,1
-117.847031,33.717367,-32.499,1
-117.847031,33.717367,-33.499,1
-117.847031,33.717367,-34.499,1
-117.847031,33.717367,-35.499,0
-117.847031,33.717367,-36.499,0
-117.847031,33.717367,-37.499,0
-117.847031,33.717367,-38.499,0
-117.847031,33.717367,-39.499,0
-117.847031,33.717367,-40.499,0
-117.847031,33.717367,-41.499,0
-117.847031,33.717367,-42.499,0
-117.847031,33.717367,-43.499,0
-117.847031,33.717367,-44.499,0
-117.847031,33.717367,-45.499,0
-117.847031,33.717367,-46.499,0
-117.847031,33.717367,-47.498,0
-117.847031,33.717367,-48.498,0
-117.847031,33.717367,-49.498,0
-117.847031,33.717367,-50.498,0
-117.847031,33.717367,-51.498,0
-117.847031,33.717367,-52.498,0
-117.847031,33.717367,-53.498,0
-117.847031,33.717367,-54.498,0
-117.847031,33.717367,-55.498,0
-117.847031,33.717367,-56.498,0
-117.847031,33.717367,-57.498,0
-117.847031,33.717367,-58.498,0
-117.847031,33.717367,-59.498,0
-117.847031,33.717367,-60.498,0
-117.845791,33.718241,71.5,1
-117.845791,33.718241,70.5,1
-117.845791,33.718241,69.5,1
-117.845791,33.718241,68.5,1
-117.845791,33.718241,67.5,1
-117.845791,33.718241,66.5,1
-117.845791,33.718241,65.5,1
-117.845791,33.718241,64.5,1
-117.845791,33.718241,63.5,1
-117.845791,33.718241,62.5,1
-117.845791,33.718241,61.5,1
-117.845791,33.718241,60.5,1
-117.845791,33.718241,59.5,1
-117.845791,33.718241,58.5,1
-117.845791,33.718241,57.5,1
-117.845791,33.718241,56.5,1
-117.845791,33.718241,55.5,1
-117.845791,33.718241,54.5,1
-117.845791,33.718241,53.5,1
-117.845791,33.718241,52.5,0
-117.845791,33.718241,51.5,0
-117.845791,33.718241,50.5,0
-117.845791,33.718241,49.5,0
-117.845791,33.718241,48.5,0
-117.845791,33.718241,47.5,0
-117.845791,33.718241,46.5,1
-117.845791,33.718241,45.5,1
-117.845791,33.718241,44.5,1
-117.845791,33.718241,43.5,1
-117.845791,33.718241,42.5,1
-117.845791,33.718241,41.5,1
-117.845791,33.718241,40.5,1
-117.845791,33.718241,39.5,1
-117.845791,33.718241,38.5,1
-117.845791,33.718241,37.5,1
-117.845791,33.718241,36.5,1
-117.845791,33.718241,35.5,1
-117.845791,33.718241,34.5,1
-117.845791,33.718241,33.5,1
-117.845791,33.718241,32.5,1
-117.845791,33.718241,31.5,1
-117.845791,33.718241,30.501,1
-117.845791,33.718241,29.501,1
-117.845791,33.718241,28.501,1
-117.845791,33.718241,27.501,1
-117.845791,33.718241,26.501,1
-117.845791,33.718241,25.501,1
-117.845791,33.718241,24.501,1
-117.845791,33.718241,23.501,1
-117.845791,33.718241,22.501,1
-117.845791,33.718241,21.501,1
-117.845791,33.718241,20.501,1
-117.845791,33.718241,19.501,0
-117.845791,33.718241,18.501,1
-117.845791,33.718241,17.501,0
-117.845791,33.718241,16.501,0
-117.845791,33.718241,15.501,0
-117.845791,33.718241,14.501,0
-117.845791,33.718241,13.501,0
-117.845791,33.718241,12.501,0
-117.845791,33.718241,11.501,1
-117.845791,33.718241,10.501,1
-117.845791,33.718241,9.501,1
-117.845791,33.718241,8.501,1
-117.845791,33.718241,7.501,1
-117.845791,33.718241,6.501,1
-117.845791,33.718241,5.501,1
-117.845791,33.718241,4.501,1
-117.845791,33.718241,3.501,1
-117.845791,33.718241,2.501,1
-117.845791,33.718241,1.501,1
-117.845791,33.718241,0.501,1
-117.845791,33.718241,-0.499,1
-117.845791,33.718241,-1.499,1
-117.845791,33.718241,-2.499,1
-117.845791,33.718241,-3.499,1
-117.845791,33.718241,-4.499,1
-117.845791,33.718241,-5.499,1
-117.845791,33.718241,-6.499,1
-117.845791,33.718241,-7.499,0
-117.845791,33.718241,-8.499,0
-117.845791,33.718241,-9.499,1
-117.845791,33.718241,-10.499,1
-117.845791,33.718241,-11.499,0
-117.845791,33.718241,-12.499,0
-117.845791,33.718241,-13.499,0
-117.845791,33.718241,-14.499,0
-117.845791,33.718241,-15.499,0
-117.845791,33.718241,-16.499,1
-117.845791,33.718241,-17.499,1
-117.845791,33.718241,-18.499,1
-117.845791,33.718241,-19.499,0
-117.845791,33.718241,-20.499,0
-117.843943,33.71885,73.5,1
-117.843943,33.71885,72.5,1
-117.843943,33.71885,71.5,1
-117.843943,33.71885,70.5,1
-117.843943,33.71885,69.5,1
-117.843943,33.71885,68.5,1
-117.843943,33.71885,67.5,1
-117.843943,33.71885,66.5,1
-117.843943,33.71885,65.5,1
-117.843943,33.71885,64.5,1
-117.843943,33.71885,63.5,0
-117.843943,33.71885,62.5,1
-117.843943,33.71885,61.5,0
-117.843943,33.71885,60.5,0
-117.843943,33.71885,59.5,1
-117.843943,33.71885,58.5,1
-117.843943,33.71885,57.5,1
-117.843943,33.71885,56.5,1
-117.843943,33.71885,55.5,1
-117.843943,33.71885,54.5,1
-117.843943,33.71885,53.5,1
-117.843943,33.71885,52.5,1
-117.843943,33.71885,51.5,1
-117.843943,33.71885,50.5,1
-117.843943,33.71885,49.5,0
-117.843943,33.71885,48.5,0
-117.843943,33.71885,47.5,1
-117.843943,33.71885,46.5,0
-117.843943,33.71885,45.5,0
-117.843943,33.71885,44.5,0
-117.843943,33.71885,43.5,1
-117.843943,33.71885,42.5,1
-117.843943,33.71885,41.5,1
-117.843943,33.71885,40.5,1
-117.843943,33.71885,39.5,1
-117.843943,33.71885,38.5,1
-117.843943,33.71885,37.5,1
-117.843943,33.71885,36.5,0
-117.843943,33.71885,35.5,1
-117.843943,33.71885,34.5,1
-117.843943,33.71885,33.5,1
-117.843943,33.71885,32.501,1
-117.843943,33.71885,31.501,1
-117.843943,33.71885,30.501,1
-117.843943,33.71885,29.501,1
-117.843943,33.71885,28.501,1
-117.843943,33.71885,27.501,1
-117.843943,33.71885,26.501,1
-117.843943,33.71885,25.501,1
-117.843943,33.71885,24.501,1
-117.843943,33.71885,23.501,1
-117.843943,33.71885,22.501,1
-117.843943,33.71885,21.501,0
-117.843943,33.71885,20.501,0
-117.843943,33.71885,19.501,0
-117.843943,33.71885,18.501,1
-117.843943,33.71885,17.501,0
-117.843943,33.71885,16.501,0
-117.843943,33.71885,15.501,0
-117.843943,33.71885,14.501,1
-117.843943,33.71885,13.501,1
-117.843943,33.71885,12.501,1
-117.843943,33.71885,11.501,1
-117.843943,33.71885,10.501,1
-117.843943,33.71885,9.501,1
-117.843943,33.71885,8.501,1
-117.843943,33.71885,7.501,0
-117.843943,33.71885,6.501,1
-117.843943,33.71885,5.501,1
-117.843943,33.71885,4.501,1
-117.843943,33.71885,3.501,1
-117.843943,33.71885,2.501,0
-117.843943,33.71885,1.501,1
-117.843943,33.71885,0.501,1
-117.843943,33.71885,-0.499,0
-117.843943,33.71885,-1.499,0
-117.843943,33.71885,-2.499,0
-117.843943,33.71885,-3.499,0
-117.843943,33.71885,-4.499,0
-117.843943,33.71885,-5.499,0
-117.843943,33.71885,-6.499,0
-117.843943,33.71885,-7.499,0
-117.843943,33.71885,-8.499,0
-117.843943,33.71885,-9.499,0
-117.843943,33.71885,-10.499,0
-117.843943,33.71885,-11.499,0
-117.843943,33.71885,-12.499,0
-117.843943,33.71885,-13.499,0
-117.843943,33.71885,-14.499,0
-117.843943,33.71885,-15.499,1
-117.843943,33.71885,-16.499,1
-117.843943,33.71885,-17.499,1
-117.843943,33.71885,-18.499,1
-117.843943,33.71885,-19.499,1
-117.843943,33.71885,-20.499,1
-117.843943,33.71885,-21.499,0
-117.843943,33.71885,-22.499,1
-117.843943,33.71885,-23.499,1
-117.843943,33.71885,-24.499,0
-117.843943,33.71885,-25.499,0
-117.843943,33.71885,-26.499,1
-117.843943,33.71885,-27.499,1
-117.843943,33.71885,-28.499,0
-117.843943,33.71885,-29.499,0
-117.843943,33.71885,-30.499,1
-117.843943,33.71885,-31.499,1
-117.843943,33.71885,-32.499,1
-117.843943,33.71885,-33.499,1
-117.843943,33.71885,-34.499,1
-117.843943,33.71885,-35.499,1
-117.843943,33.71885,-36.499,0
-117.843943,33.71885,-37.499,0
-117.843943,33.71885,-38.499,1
-117.843943,33.71885,-39.499,0
-117.843943,33.71885,-40.499,0
-117.843943,33.71885,-41.499,0
-117.843943,33.71885,-42.499,1
-117.843943,33.71885,-43.498,1
-117.843943,33.71885,-44.498,1
-117.843943,33.71885,-45.498,1
-117.843943,33.71885,-46.498,0
-117.843943,33.71885,-47.498,0
-117.843943,33.71885,-48.498,1
-117.843943,33.71885,-49.498,0
-117.843943,33.71885,-50.498,0
-117.843943,33.71885,-51.498,0
-117.843943,33.71885,-52.498,0
-117.843943,33.71885,-53.498,1
-117.843943,33.71885,-54.498,1
-117.843943,33.71885,-55.498,0
-117.843943,33.71885,-56.498,1
-117.844373,33.716617,69.5,1
-117.844373,33.716617,68.5,0
-117.844373,33.716617,67.5,1
-117.844373,33.716617,66.5,1
-117.844373,33.716617,65.5,1
-117.844373,33.716617,64.5,1
-117.844373,33.716617,63.5,0
-117.844373,33.716617,62.5,0
-117.844373,33.716617,61.5,0
-117.844373,33.716617,60.5,0
-117.844373,33.716617,59.5,1
-117.844373,33.716617,58.5,1
-117.844373,33.716617,57.5,1
-117.844373,33.716617,56.5,1
-117.844373,33.716617,55.5,1
-117.844373,33.716617,54.5,1
-117.844373,33.716617,53.5,1
-117.844373,33.716617,52.5,1
-117.844373,33.716617,51.5,1
-117.844373,33.716617,50.5,1
-117.844373,33.716617,49.5,1
-117.844373,33.716617,48.5,0
-117.844373,33.716617,47.5,0
-117.844373,33.716617,46.5,0
-117.844373,33.716617,45.5,1
-117.844373,33.716617,44.5,0
-117.844373,33.716617,43.5,1
-117.844373,33.716617,42.5,1
-117.844373,33.716617,41.5,1
-117.844373,33.716617,40.5,1
-117.844373,33.716617,39.5,1
-117.844373,33.716617,38.5,1
-117.844373,33.716617,37.5,1
-117.844373,33.716617,36.5,1
-117.844373,33.716617,35.5,1
-117.844373,33.716617,34.5,0
-117.844373,33.716617,33.5,1
-117.844373,33.716617,32.5,1
-117.844373,33.716617,31.5,1
-117.844373,33.716617,30.5,1
-117.844373,33.716617,29.5,1
-117.844373,33.716617,28.501,1
-117.844373,33.716617,27.501,1
-117.844373,33.716617,26.501,1
-117.844373,33.716617,25.501,0
-117.844373,33.716617,24.501,1
-117.844373,33.716617,23.501,0
-117.844373,33.716617,22.501,0
-117.844373,33.716617,21.501,1
-117.844373,33.716617,20.501,1
-117.844373,33.716617,19.501,1
-117.844373,33.716617,18.501,1
-117.844373,33.716617,17.501,1
-117.844373,33.716617,16.501,1
-117.844373,33.716617,15.501,0
-117.844373,33.716617,14.501,0
-117.844373,33.716617,13.501,0
-117.844373,33.716617,12.501,0
-117.844373,33.716617,11.501,1
-117.844373,33.716617,10.501,1
-117.844373,33.716617,9.501,1
-117.844373,33.716617,8.501,0
-117.844373,33.716617,7.501,0
-117.844373,33.716617,6.501,1
-117.844373,33.716617,5.501,1
-117.844373,33.716617,4.501,1
-117.844373,33.716617,3.501,1
-117.844373,33.716617,2.501,1
-117.844373,33.716617,1.501,1
-117.844373,33.716617,0.501,1
-117.844373,33.716617,-0.499,1
-117.844373,33.716617,-1.499,0
-117.844373,33.716617,-2.499,0
-117.844373,33.716617,-3.499,0
-117.844373,33.716617,-4.499,0
-117.844373,33.716617,-5.499,0
-117.844373,33.716617,-6.499,1
-117.844373,33.716617,-7.499,1
-117.844373,33.716617,-8.499,0
-117.844373,33.716617,-9.499,1
-117.844373,33.716617,-10.499,1
-117.844373,33.716617,-11.499,1
-117.844373,33.716617,-12.499,0
-117.844373,33.716617,-13.499,0
-117.844373,33.716617,-14.499,1
-117.844373,33.716617,-15.499,1
-117.844373,33.716617,-16.499,0
-117.844373,33.716617,-17.499,1
-117.844373,33.716617,-18.499,1
-117.844373,33.716617,-19.499,0
-117.844373,33.716617,-20.499,1
-117.844373,33.716617,-21.499,0
-117.844373,33.716617,-22.499,0
-117.844373,33.716617,-23.499,1
-117.844373,33.716617,-24.499,0
-117.844373,33.716617,-25.499,0
-117.844373,33.716617,-26.499,0
-117.844373,33.716617,-27.499,0
-117.844373,33.716617,-28.499,0
-117.844373,33.716617,-29.499,0
-117.844373,33.716617,-30.499,0
-117.844373,33.716617,-31.499,0
-117.844373,33.716617,-32.499,0
-117.844373,33.716617,-33.499,0
-117.844373,33.716617,-34.499,1
-117.844373,33.716617,-35.499,1
-117.844373,33.716617,-36.499,0
-117.844373,33.716617,-37.499,0
-117.844373,33.716617,-38.499,1
-117.844373,33.716617,-39.499,1
-117.844373,33.716617,-40.499,0
-117.844373,33.716617,-41.499,0
-117.844373,33.716617,-42.499,0
-117.844373,33.716617,-43.499,0
-117.844373,33.716617,-44.499,1
-117.844373,33.716617,-45.499,1
-117.844373,33.716617,-46.499,0
-117.844373,33.716617,-47.498,0
-117.844373,33.716617,-48.498,1
-117.844373,33.716617,-49.498,0
-117.844373,33.716617,-50.498,1
-117.844373,33.716617,-51.498,1
-117.844373,33.716617,-52.498,1
-117.844373,33.716617,-53.498,0
-117.844373,33.716617,-54.498,0
-117.844373,33.716617,-55.498,0
-117.844373,33.716617,-56.498,0
-117.844373,33.716617,-57.498,0
-117.844373,33.716617,-58.498,0
-117.844373,33.716617,-59.498,0
-117.844373,33.716617,-60.498,0
-117.841475,33.722361,82.5,1
-117.841475,33.722361,81.5,1
-117.841475,33.722361,80.5,1
-117.841475,33.722361,79.5,1
-117.841475,33.722361,78.5,1
-117.841475,33.722361,77.5,1
-117.841475,33.722361,76.5,1
-117.841475,33.722361,75.5,1
-117.841475,33.722361,74.5,1
-117.841475,33.722361,73.5,1
-117.841475,33.722361,72.5,0
-117.841475,33.722361,71.5,0
-117.841475,33.722361,70.5,0
-117.841475,33.722361,69.5,0
-117.841475,33.722361,68.5,1
-117.841475,33.722361,67.5,1
-117.841475,33.722361,66.5,1
-117.841475,33.722361,65.5,1
-117.841475,33.722361,64.5,1
-117.841475,33.722361,63.5,1
-117.841475,33.722361,62.5,1
-117.841475,33.722361,61.5,1
-117.841475,33.722361,60.5,1
-117.841475,33.722361,59.5,1
-117.841475,33.722361,58.5,1
-117.841475,33.722361,57.5,1
-117.841475,33.722361,56.5,1
-117.841475,33.722361,55.5,1
-117.841475,33.722361,54.5,1
-117.841475,33.722361,53.5,1
-117.841475,33.722361,52.5,1
-117.841475,33.722361,51.5,1
-117.841475,33.722361,50.5,1
-117.841475,33.722361,49.5,1
-117.841475,33.722361,48.5,1
-117.841475,33.722361,47.5,1
-117.841475,33.722361,46.5,1
-117.841475,33.722361,45.5,1
-117.841475,33.722361,44.5,1
-117.841475,33.722361,43.5,1
-117.841475,33.722361,42.5,1
-117.841475,33.722361,41.501,1
-117.841475,33.722361,40.501,1
-117.841475,33.722361,39.501,1
-117.841475,33.722361,38.501,1
-117.841475,33.722361,37.501,1
-117.841475,33.722361,36.501,1
-117.841475,33.722361,35.501,1
-117.841475,33.722361,34.501,1
-117.841475,33.722361,33.501,0
-117.841475,33.722361,32.501,0
-117.841475,33.722361,31.501,1
-117.841475,33.722361,30.501,1
-117.841475,33.722361,29.501,1
-117.841475,33.722361,28.501,1
-117.841475,33.722361,27.501,1
-117.841475,33.722361,26.501,1
-117.841475,33.722361,25.501,0
-117.841475,33.722361,24.501,0
-117.841475,33.722361,23.501,1
-117.841475,33.722361,22.501,1
-117.841475,33.722361,21.501,1
-117.841475,33.722361,20.501,0
-117.841475,33.722361,19.501,1
-117.841475,33.722361,18.501,0
-117.841475,33.722361,17.501,0
-117.841475,33.722361,16.501,0
-117.841475,33.722361,15.501,1
-117.841475,33.722361,14.501,0
-117.841475,33.722361,13.501,0
-117.841475,33.722361,12.501,1
-117.841475,33.722361,11.501,1
-117.841475,33.722361,10.501,1
-117.841475,33.722361,9.501,0
-117.841475,33.722361,8.501,1
-117.841475,33.722361,7.501,0
-117.841475,33.722361,6.501,0
-117.841475,33.722361,5.501,1
-117.841475,33.722361,4.501,1
-117.841475,33.722361,3.501,1
-117.841475,33.722361,2.501,0
-117.841475,33.722361,1.501,1
-117.841475,33.722361,0.501,1
-117.841475,33.722361,-0.499,0
-117.841475,33.722361,-1.499,1
-117.841475,33.722361,-2.499,0
-117.841475,33.722361,-3.499,0
-117.841475,33.722361,-4.499,0
-117.841475,33.722361,-5.499,0
-117.841475,33.722361,-6.499,1
-117.841475,33.722361,-7.499,1
-117.841475,33.722361,-8.499,1
-117.841475,33.722361,-9.499,1
-117.841475,33.722361,-10.499,1
-117.841475,33.722361,-11.499,0
-117.841475,33.722361,-12.499,0
-117.841475,33.722361,-13.499,0
-117.841475,33.722361,-14.499,0
-117.841475,33.722361,-15.499,0
-117.841475,33.722361,-16.499,0
-117.841475,33.722361,-17.499,0
-117.841475,33.722361,-18.499,0
-117.841475,33.722361,-19.499,0
-117.841475,33.722361,-20.499,0
-117.841475,33.722361,-21.499,0
-117.841475,33.722361,-22.499,0
-117.841475,33.722361,-23.499,0
-117.841475,33.722361,-24.499,0
-117.841475,33.722361,-25.499,0
-117.841475,33.722361,-26.499,0
-117.841475,33.722361,-27.499,1
-117.841475,33.722361,-28.499,0
-117.841475,33.722361,-29.499,1
-117.841475,33.722361,-30.499,0
-117.841475,33.722361,-31.499,0
-117.841475,33.722361,-32.499,0
-117.841475,33.722361,-33.499,0
-117.841475,33.722361,-34.498,0
-117.841475,33.722361,-35.498,1
-117.841475,33.722361,-36.498,0
-117.841475,33.722361,-37.498,0
-117.841475,33.722361,-38.498,1
-117.841475,33.722361,-39.498,1
-117.841475,33.722361,-40.498,1
-117.841475,33.722361,-41.498,0
-117.841475,33.722361,-42.498,0
-117.841475,33.722361,-43.498,0
-117.841475,33.722361,-44.498,1
-117.841475,33.722361,-45.498,1
-117.841475,33.722361,-46.498,1
-117.841475,33.722361,-47.498,0
-117.839581,33.723101,84.5,1
-117.839581,33.723101,83.5,0
-117.839581,33.723101,82.5,1
-117.839581,33.723101,81.5,1
-117.839581,33.723101,80.5,1
-117.839581,33.723101,79.5,1
-117.839581,33.723101,78.5,1
-117.839581,33.723101,77.5,1
-117.839581,33.723101,76.5,1
-117.839581,33.723101,75.5,1
-117.839581,33.723101,74.5,1
-117.839581,33.723101,73.5,1
-117.839581,33.723101,72.5,1
-117.839581,33.723101,71.5,1
-117.839581,33.723101,70.5,1
-117.839581,33.723101,69.5,1
-117.839581,33.723101,68.5,1
-117.839581,33.723101,67.5,1
-117.839581,33.723101,66.5,1
-117.839581,33.723101,65.5,1
-117.839581,33.723101,64.5,1
-117.839581,33.723101,63.5,1
-117.839581,33.723101,62.5,1
-117.839581,33.723101,61.5,1
-117.839581,33.723101,60.5,1
-117.839581,33.723101,59.5,1
-117.839581,33.723101,58.5,0
-117.839581,33.723101,57.5,1
-117.839581,33.723101,56.5,1
-117.839581,33.723101,55.5,1
-117.839581,33.723101,54.5,1
-117.839581,33.723101,53.5,1
-117.839581,33.723101,52.5,1
-117.839581,33.723101,51.5,1
-117.839581,33.723101,50.5,1
-117.839581,33.723101,49.5,1
-117.839581,33.723101,48.5,1
-117.839581,33.723101,47.5,1
-117.839581,33.723101,46.5,1
-117.839581,33.723101,45.5,1
-117.839581,33.723101,44.5,1
-117.839581,33.723101,43.501,1
-117.839581,33.723101,42.501,1
-117.839581,33.723101,41.501,1
-117.839581,33.723101,40.501,1
-117.839581,33.723101,39.501,1
-117.839581,33.723101,38.501,1
-117.839581,33.723101,37.501,1
-117.839581,33.723101,36.501,1
-117.839581,33.723101,35.501,1
-117.839581,33.723101,34.501,1
-117.839581,33.723101,33.501,1
-117.839581,33.723101,32.501,1
-117.839581,33.723101,31.501,1
-117.839581,33.723101,30.501,1
-117.839581,33.723101,29.501,1
-117.839581,33.723101,28.501,1
-117.839581,33.723101,27.501,1
-117.839581,33.723101,26.501,1
-117.839581,33.723101,25.501,1
-117.839581,33.723101,24.501,1
-117.839581,33.723101,23.501,1
-117.839581,33.723101,22.501,1
-117.839581,33.723101,21.501,1
-117.839581,33.723101,20.501,0
-117.839581,33.723101,19.501,1
-117.839581,33.723101,18.501,1
-117.839581,33.723101,17.501,1
-117.839581,33.723101,16.501,0
-117.839581,33.723101,15.501,0
-117.839581,33.723101,14.501,0
-117.839581,33.723101,13.501,1
-117.839581,33.723101,12.501,1
-117.839581,33.723101,11.501,1
-117.839581,33.723101,10.501,1
-117.839581,33.723101,9.501,1
-117.839581,33.723101,8.501,1
-117.839581,33.723101,7.501,1
-117.839581,33.723101,6.501,1
-117.839581,33.723101,5.501,1
-117.839581,33.723101,4.501,1
-117.839581,33.723101,3.501,1
-117.839581,33.723101,2.501,1
-117.839581,33.723101,1.501,1
-117.839581,33.723101,0.501,1
-117.839581,33.723101,-0.499,1
-117.839581,33.723101,-1.499,1
-117.839581,33.723101,-2.499,1
-117.839581,33.723101,-3.499,1
-117.839581,33.723101,-4.499,1
-117.839581,33.723101,-5.499,1
-117.839581,33.723101,-6.499,0
-117.839581,33.723101,-7.499,0
-117.839581,33.723101,-8.499,1
-117.839581,33.723101,-9.499,1
-117.839581,33.723101,-10.499,0
-117.839581,33.723101,-11.499,0
-117.839581,33.723101,-12.499,1
-117.839581,33.723101,-13.499,0
-117.839581,33.723101,-14.499,0
-117.839581,33.723101,-15.499,0
-117.839581,33.723101,-16.499,1
-117.839581,33.723101,-17.499,1
-117.839581,33.723101,-18.499,1
-117.839581,33.723101,-19.499,1
-117.839581,33.723101,-20.499,1
-117.839581,33.723101,-21.499,1
-117.839581,33.723101,-22.499,1
-117.839581,33.723101,-23.499,1
-117.839581,33.723101,-24.499,0
-117.839581,33.723101,-25.499,0
-117.839581,33.723101,-26.499,1
-117.839581,33.723101,-27.499,1
-117.839581,33.723101,-28.499,1
-117.839581,33.723101,-29.499,1
